# i_sweep, z, m_z
   24,    15, .8000
   24,    16, .8000
   24,    17, .7000
   24,    18, -.3000
   24,    19, -.7000
   24,    20, -.7000

   25,     1, .9000
   25,     2, .8000
   25,     3, .6000
   25,     4, .2000
   25,     5, .7000
   25,     6, .8000
   25,     7, .8000
   25,     8, .6000
   25,     9, .8000
   25,    10, .9000
   25,    11, .9000
   25,    12, .9000
   25,    13, .8000
   25,    14, .3000
   25,    15, .6000
   25,    16, .7000
   25,    17, .0000
   25,    18, -.4000
   25,    19, -.5000
   25,    20, -.4000

   26,     1, .9000
   26,     2, .8000
   26,     3, .6000
   26,     4, .6000
   26,     5, .3000
   26,     6, .5000
   26,     7, .3000
   26,     8, .5000
   26,     9, .9000
   26,    10, 1.0000
   26,    11, .8000
   26,    12, .8000
   26,    13, .9000
   26,    14, .6000
   26,    15, .4000
   26,    16, .0000
   26,    17, -.1000
   26,    18, -.2000
   26,    19, -.3000
   26,    20, -.5000

   27,     1, .9000
   27,     2, .9000
   27,     3, .7000
   27,     4, .8000
   27,     5, .8000
   27,     6, .9000
   27,     7, .7000
   27,     8, .4000
   27,     9, .8000
   27,    10, 1.0000
   27,    11, 1.0000
   27,    12, .9000
   27,    13, .8000
   27,    14, .5000
   27,    15, .2000
   27,    16, -.4000
   27,    17, -.1000
   27,    18, -.3000
   27,    19, -.4000
   27,    20, -.6000

   28,     1, .8000
   28,     2, .7000
   28,     3, .8000
   28,     4, .6000
   28,     5, 1.0000
   28,     6, .8000
   28,     7, .5000
   28,     8, .5000
   28,     9, 1.0000
   28,    10, 1.0000
   28,    11, 1.0000
   28,    12, .7000
   28,    13, .5000
   28,    14, .4000
   28,    15, .3000
   28,    16, -.3000
   28,    17, .0000
   28,    18, -.5000
   28,    19, -.2000
   28,    20, -.8000

   29,     1, .9000
   29,     2, .6000
   29,     3, .4000
   29,     4, .6000
   29,     5, 1.0000
   29,     6, .8000
   29,     7, .8000
   29,     8, .5000
   29,     9, .9000
   29,    10, 1.0000
   29,    11, .9000
   29,    12, .5000
   29,    13, .3000
   29,    14, .3000
   29,    15, .6000
   29,    16, .4000
   29,    17, -.5000
   29,    18, -.4000
   29,    19, -.6000
   29,    20, -.5000

   30,     1, .8000
   30,     2, .7000
   30,     3, .8000
   30,     4, .4000
   30,     5, .7000
   30,     6, .6000
   30,     7, .8000
   30,     8, .9000
   30,     9, 1.0000
   30,    10, 1.0000
   30,    11, 1.0000
   30,    12, 1.0000
   30,    13, .6000
   30,    14, .5000
   30,    15, .5000
   30,    16, -.2000
   30,    17, -.5000
   30,    18, -.8000
   30,    19, -.5000
   30,    20, -.7000

   31,     1, 1.0000
   31,     2, .9000
   31,     3, .5000
   31,     4, .8000
   31,     5, .7000
   31,     6, .9000
   31,     7, .8000
   31,     8, .6000
   31,     9, .9000
   31,    10, 1.0000
   31,    11, 1.0000
   31,    12, .8000
   31,    13, .8000
   31,    14, .7000
   31,    15, .4000
   31,    16, .1000
   31,    17, -.5000
   31,    18, -.8000
   31,    19, -.7000
   31,    20, -1.0000

   32,     1, 1.0000
   32,     2, .8000
   32,     3, .9000
   32,     4, 1.0000
   32,     5, 1.0000
   32,     6, .7000
   32,     7, .8000
   32,     8, .6000
   32,     9, .6000
   32,    10, .9000
   32,    11, .8000
   32,    12, .9000
   32,    13, .7000
   32,    14, .6000
   32,    15, .5000
   32,    16, .5000
   32,    17, -.5000
   32,    18, -.5000
   32,    19, -.3000
   32,    20, -1.0000

   33,     1, .9000
   33,     2, .8000
   33,     3, .9000
   33,     4, .6000
   33,     5, .8000
   33,     6, .6000
   33,     7, .5000
   33,     8, .5000
   33,     9, .4000
   33,    10, .7000
   33,    11, .7000
   33,    12, .7000
   33,    13, .5000
   33,    14, .4000
   33,    15, .5000
   33,    16, -.2000
   33,    17, -.4000
   33,    18, -.4000
   33,    19, -.7000
   33,    20, -.9000

   34,     1, 1.0000
   34,     2, .9000
   34,     3, 1.0000
   34,     4, .6000
   34,     5, .4000
   34,     6, .5000
   34,     7, .5000
   34,     8, .4000
   34,     9, .5000
   34,    10, .5000
   34,    11, .5000
   34,    12, .4000
   34,    13, .6000
   34,    14, .5000
   34,    15, .4000
   34,    16, .2000
   34,    17, -.7000
   34,    18, -.5000
   34,    19, -.9000
   34,    20, -1.0000

   35,     1, .9000
   35,     2, .9000
   35,     3, .9000
   35,     4, .6000
   35,     5, .5000
   35,     6, .2000
   35,     7, .6000
   35,     8, .3000
   35,     9, .5000
   35,    10, .5000
   35,    11, .2000
   35,    12, .0000
   35,    13, .6000
   35,    14, .6000
   35,    15, .3000
   35,    16, -.3000
   35,    17, -.6000
   35,    18, -.7000
   35,    19, -1.0000
   35,    20, -.7000

   36,     1, .8000
   36,     2, .7000
   36,     3, .6000
   36,     4, .5000
   36,     5, .3000
   36,     6, .2000
   36,     7, .3000
   36,     8, .2000
   36,     9, .4000
   36,    10, .4000
   36,    11, .3000
   36,    12, .0000
   36,    13, .3000
   36,    14, .4000
   36,    15, .4000
   36,    16, -.2000
   36,    17, -.4000
   36,    18, -.9000
   36,    19, -.9000
   36,    20, -.7000

   37,     1, .6000
   37,     2, .7000
   37,     3, .6000
   37,     4, .6000
   37,     5, .5000
   37,     6, .4000
   37,     7, .1000
   37,     8, .3000
   37,     9, .1000
   37,    10, .3000
   37,    11, .2000
   37,    12, .2000
   37,    13, .1000
   37,    14, .6000
   37,    15, .3000
   37,    16, -.3000
   37,    17, -.3000
   37,    18, -.8000
   37,    19, -.9000
   37,    20, -.8000

   38,     1, .5000
   38,     2, .8000
   38,     3, .2000
   38,     4, .7000
   38,     5, .7000
   38,     6, .1000
   38,     7, .2000
   38,     8, .1000
   38,     9, .2000
   38,    10, .3000
   38,    11, .4000
   38,    12, .4000
   38,    13, .4000
   38,    14, .3000
   38,    15, .0000
   38,    16, -.3000
   38,    17, -.4000
   38,    18, -.9000
   38,    19, -.7000
   38,    20, -.8000

   39,     1, .6000
   39,     2, .5000
   39,     3, .5000
   39,     4, .7000
   39,     5, .7000
   39,     6, .2000
   39,     7, .1000
   39,     8, .2000
   39,     9, .2000
   39,    10, .3000
   39,    11, .6000
   39,    12, .4000
   39,    13, .3000
   39,    14, .2000
   39,    15, -.1000
   39,    16, .1000
   39,    17, -.6000
   39,    18, -.9000
   39,    19, -.9000
   39,    20, -.7000

   40,     1, .6000
   40,     2, .9000
   40,     3, .8000
   40,     4, .2000
   40,     5, .5000
   40,     6, .3000
   40,     7, .3000
   40,     8, .2000
   40,     9, .1000
   40,    10, .2000
   40,    11, .6000
   40,    12, .4000
   40,    13, .3000
   40,    14, .0000
   40,    15, .1000
   40,    16, -.4000
   40,    17, -.7000
   40,    18, -.9000
   40,    19, -.7000
   40,    20, -.8000

   41,     1, .6000
   41,     2, .8000
   41,     3, .6000
   41,     4, .7000
   41,     5, .5000
   41,     6, .1000
   41,     7, .2000
   41,     8, .2000
   41,     9, .1000
   41,    10, -.2000
   41,    11, .5000
   41,    12, .4000
   41,    13, -.2000
   41,    14, -.1000
   41,    15, -.5000
   41,    16, -.9000
   41,    17, -.6000
   41,    18, -.7000
   41,    19, -.8000
   41,    20, -.8000

   42,     1, .6000
   42,     2, .7000
   42,     3, .6000
   42,     4, .4000
   42,     5, .4000
   42,     6, .2000
   42,     7, .2000
   42,     8, .2000
   42,     9, .1000
   42,    10, -.3000
   42,    11, .4000
   42,    12, .1000
   42,    13, -.1000
   42,    14, -.4000
   42,    15, -.4000
   42,    16, -.9000
   42,    17, -.8000
   42,    18, -1.0000
   42,    19, -.9000
   42,    20, -.9000

   43,     1, .5000
   43,     2, .8000
   43,     3, .6000
   43,     4, .1000
   43,     5, .7000
   43,     6, .4000
   43,     7, .3000
   43,     8, .3000
   43,     9, -.2000
   43,    10, -.3000
   43,    11, .2000
   43,    12, .1000
   43,    13, .0000
   43,    14, -.5000
   43,    15, -.6000
   43,    16, -.4000
   43,    17, -.6000
   43,    18, -.9000
   43,    19, -.9000
   43,    20, -.9000

   44,     1, .6000
   44,     2, .9000
   44,     3, .9000
   44,     4, .3000
   44,     5, .8000
   44,     6, .2000
   44,     7, .3000
   44,     8, .1000
   44,     9, .0000
   44,    10, -.4000
   44,    11, .1000
   44,    12, .2000
   44,    13, -.1000
   44,    14, -.2000
   44,    15, -.4000
   44,    16, -.3000
   44,    17, -.9000
   44,    18, -.7000
   44,    19, -.9000
   44,    20, -.8000

   45,     1, .8000
   45,     2, .7000
   45,     3, .5000
   45,     4, .4000
   45,     5, .4000
   45,     6, .1000
   45,     7, .0000
   45,     8, .0000
   45,     9, -.2000
   45,    10, -.2000
   45,    11, .0000
   45,    12, .1000
   45,    13, .1000
   45,    14, .3000
   45,    15, -.8000
   45,    16, -.4000
   45,    17, -.5000
   45,    18, -.8000
   45,    19, -1.0000
   45,    20, -.8000

   46,     1, .9000
   46,     2, .8000
   46,     3, .5000
   46,     4, .2000
   46,     5, .6000
   46,     6, .5000
   46,     7, .1000
   46,     8, -.1000
   46,     9, -.1000
   46,    10, -.3000
   46,    11, .1000
   46,    12, .4000
   46,    13, .3000
   46,    14, .3000
   46,    15, -.8000
   46,    16, -.7000
   46,    17, -.4000
   46,    18, -.8000
   46,    19, -1.0000
   46,    20, -1.0000

   47,     1, .9000
   47,     2, .5000
   47,     3, .5000
   47,     4, .4000
   47,     5, .7000
   47,     6, .6000
   47,     7, .2000
   47,     8, -.2000
   47,     9, -.5000
   47,    10, -.3000
   47,    11, -.1000
   47,    12, .3000
   47,    13, .4000
   47,    14, .0000
   47,    15, -.4000
   47,    16, -.7000
   47,    17, -.3000
   47,    18, -.9000
   47,    19, -1.0000
   47,    20, -1.0000

   48,     1, .5000
   48,     2, .5000
   48,     3, .4000
   48,     4, .6000
   48,     5, .8000
   48,     6, .8000
   48,     7, .2000
   48,     8, .0000
   48,     9, -.4000
   48,    10, .2000
   48,    11, .2000
   48,    12, .2000
   48,    13, .1000
   48,    14, -.1000
   48,    15, -1.0000
   48,    16, -.5000
   48,    17, -.6000
   48,    18, -.5000
   48,    19, -.9000
   48,    20, -1.0000

   49,     1, .5000
   49,     2, .8000
   49,     3, .1000
   49,     4, .4000
   49,     5, .7000
   49,     6, .5000
   49,     7, .1000
   49,     8, .0000
   49,     9, .1000
   49,    10, .0000
   49,    11, .6000
   49,    12, .2000
   49,    13, .1000
   49,    14, -.2000
   49,    15, -.6000
   49,    16, -.9000
   49,    17, -.5000
   49,    18, -.4000
   49,    19, -.9000
   49,    20, -.7000

   50,     1, .6000
   50,     2, .4000
   50,     3, .6000
   50,     4, .7000
   50,     5, .4000
   50,     6, .5000
   50,     7, .2000
   50,     8, .0000
   50,     9, .6000
   50,    10, .4000
   50,    11, .6000
   50,    12, .1000
   50,    13, -.3000
   50,    14, -.5000
   50,    15, -.7000
   50,    16, -.9000
   50,    17, -.4000
   50,    18, -.5000
   50,    19, -.7000
   50,    20, -.6000

   51,     1, 1.0000
   51,     2, .5000
   51,     3, .6000
   51,     4, .9000
   51,     5, .2000
   51,     6, .4000
   51,     7, .4000
   51,     8, .1000
   51,     9, .3000
   51,    10, .2000
   51,    11, .4000
   51,    12, .1000
   51,    13, -.1000
   51,    14, -.2000
   51,    15, -.2000
   51,    16, -.6000
   51,    17, -.4000
   51,    18, -.6000
   51,    19, -.6000
   51,    20, -.9000

   52,     1, 1.0000
   52,     2, .6000
   52,     3, .5000
   52,     4, .7000
   52,     5, .7000
   52,     6, .2000
   52,     7, .3000
   52,     8, .4000
   52,     9, .4000
   52,    10, .3000
   52,    11, -.1000
   52,    12, .2000
   52,    13, .2000
   52,    14, -.1000
   52,    15, -.1000
   52,    16, -.6000
   52,    17, -.4000
   52,    18, -.6000
   52,    19, -.9000
   52,    20, -1.0000

   53,     1, .9000
   53,     2, .6000
   53,     3, .6000
   53,     4, .5000
   53,     5, .1000
   53,     6, -.1000
   53,     7, .2000
   53,     8, .1000
   53,     9, .4000
   53,    10, .4000
   53,    11, .2000
   53,    12, .3000
   53,    13, .3000
   53,    14, -.1000
   53,    15, .2000
   53,    16, -.4000
   53,    17, -.3000
   53,    18, -.7000
   53,    19, -.9000
   53,    20, -.9000

   54,     1, .8000
   54,     2, .5000
   54,     3, .5000
   54,     4, .5000
   54,     5, .2000
   54,     6, -.1000
   54,     7, -.1000
   54,     8, -.2000
   54,     9, .4000
   54,    10, .0000
   54,    11, .4000
   54,    12, .3000
   54,    13, .4000
   54,    14, .1000
   54,    15, .1000
   54,    16, -.5000
   54,    17, -.5000
   54,    18, -.4000
   54,    19, -.5000
   54,    20, -.9000

   55,     1, .9000
   55,     2, .5000
   55,     3, .4000
   55,     4, .2000
   55,     5, .1000
   55,     6, -.1000
   55,     7, -.2000
   55,     8, .1000
   55,     9, .5000
   55,    10, .2000
   55,    11, .4000
   55,    12, .1000
   55,    13, .6000
   55,    14, -.1000
   55,    15, .0000
   55,    16, -.5000
   55,    17, -.5000
   55,    18, -.7000
   55,    19, -.6000
   55,    20, -.9000

   56,     1, .8000
   56,     2, .6000
   56,     3, .3000
   56,     4, .3000
   56,     5, .3000
   56,     6, .0000
   56,     7, -.1000
   56,     8, .6000
   56,     9, .4000
   56,    10, .1000
   56,    11, .1000
   56,    12, .5000
   56,    13, .1000
   56,    14, .1000
   56,    15, -.2000
   56,    16, -.4000
   56,    17, -.9000
   56,    18, -.8000
   56,    19, -.6000
   56,    20, -.9000

   57,     1, .8000
   57,     2, .3000
   57,     3, .5000
   57,     4, .7000
   57,     5, .3000
   57,     6, .1000
   57,     7, -.1000
   57,     8, 1.0000
   57,     9, .5000
   57,    10, .2000
   57,    11, .1000
   57,    12, .1000
   57,    13, .3000
   57,    14, .1000
   57,    15, -.5000
   57,    16, -.5000
   57,    17, -.6000
   57,    18, -.8000
   57,    19, -.9000
   57,    20, -.9000

   58,     1, .7000
   58,     2, .7000
   58,     3, .5000
   58,     4, .7000
   58,     5, .4000
   58,     6, -.1000
   58,     7, .5000
   58,     8, .5000
   58,     9, .1000
   58,    10, .2000
   58,    11, .2000
   58,    12, .1000
   58,    13, .4000
   58,    14, .4000
   58,    15, -.4000
   58,    16, -.4000
   58,    17, -.8000
   58,    18, -.7000
   58,    19, -.8000
   58,    20, -.9000

   59,     1, 1.0000
   59,     2, .7000
   59,     3, .9000
   59,     4, 1.0000
   59,     5, .7000
   59,     6, .6000
   59,     7, .6000
   59,     8, .2000
   59,     9, .0000
   59,    10, .2000
   59,    11, .0000
   59,    12, .2000
   59,    13, .1000
   59,    14, .2000
   59,    15, -.3000
   59,    16, -.5000
   59,    17, -.9000
   59,    18, -.7000
   59,    19, -.9000
   59,    20, -.8000

   60,     1, 1.0000
   60,     2, .8000
   60,     3, .9000
   60,     4, 1.0000
   60,     5, .4000
   60,     6, .3000
   60,     7, .4000
   60,     8, -.1000
   60,     9, -.2000
   60,    10, .3000
   60,    11, .1000
   60,    12, .2000
   60,    13, .2000
   60,    14, .0000
   60,    15, -.2000
   60,    16, -.7000
   60,    17, -.9000
   60,    18, -.8000
   60,    19, -.7000
   60,    20, -.9000

   61,     1, 1.0000
   61,     2, .2000
   61,     3, .7000
   61,     4, .7000
   61,     5, .5000
   61,     6, .6000
   61,     7, .5000
   61,     8, .3000
   61,     9, .0000
   61,    10, .0000
   61,    11, -.1000
   61,    12, .2000
   61,    13, -.1000
   61,    14, -.3000
   61,    15, -.2000
   61,    16, -.1000
   61,    17, -.6000
   61,    18, -.8000
   61,    19, -.9000
   61,    20, -.8000

   62,     1, .9000
   62,     2, .3000
   62,     3, .8000
   62,     4, .9000
   62,     5, .9000
   62,     6, .8000
   62,     7, .4000
   62,     8, .6000
   62,     9, .2000
   62,    10, -.1000
   62,    11, .1000
   62,    12, -.3000
   62,    13, -.3000
   62,    14, -.5000
   62,    15, .0000
   62,    16, .1000
   62,    17, -.7000
   62,    18, -.8000
   62,    19, -.8000
   62,    20, -.9000

   63,     1, .7000
   63,     2, .2000
   63,     3, .7000
   63,     4, .9000
   63,     5, .8000
   63,     6, 1.0000
   63,     7, .7000
   63,     8, .8000
   63,     9, .2000
   63,    10, .4000
   63,    11, -.1000
   63,    12, -.1000
   63,    13, -.3000
   63,    14, -.4000
   63,    15, -.1000
   63,    16, .2000
   63,    17, -.5000
   63,    18, -.6000
   63,    19, -.9000
   63,    20, -.9000

   64,     1, .8000
   64,     2, .6000
   64,     3, .7000
   64,     4, .7000
   64,     5, .8000
   64,     6, .9000
   64,     7, .9000
   64,     8, .5000
   64,     9, .3000
   64,    10, .1000
   64,    11, .0000
   64,    12, -.2000
   64,    13, -.4000
   64,    14, -.1000
   64,    15, .1000
   64,    16, .2000
   64,    17, -.6000
   64,    18, -.8000
   64,    19, -.7000
   64,    20, -.9000

   65,     1, .8000
   65,     2, .6000
   65,     3, .6000
   65,     4, .7000
   65,     5, .6000
   65,     6, .8000
   65,     7, .7000
   65,     8, .7000
   65,     9, .3000
   65,    10, -.2000
   65,    11, -.5000
   65,    12, -.3000
   65,    13, -.5000
   65,    14, .1000
   65,    15, .1000
   65,    16, .0000
   65,    17, -.6000
   65,    18, -.7000
   65,    19, -.7000
   65,    20, -.9000

   66,     1, 1.0000
   66,     2, .5000
   66,     3, .7000
   66,     4, .8000
   66,     5, .7000
   66,     6, .9000
   66,     7, .7000
   66,     8, .6000
   66,     9, .5000
   66,    10, -.4000
   66,    11, -.6000
   66,    12, -.2000
   66,    13, .0000
   66,    14, .2000
   66,    15, .4000
   66,    16, .1000
   66,    17, -.7000
   66,    18, -.9000
   66,    19, -.3000
   66,    20, -.6000

   67,     1, .9000
   67,     2, .5000
   67,     3, .9000
   67,     4, .6000
   67,     5, .6000
   67,     6, .6000
   67,     7, .6000
   67,     8, .5000
   67,     9, -.1000
   67,    10, -.7000
   67,    11, -.8000
   67,    12, .0000
   67,    13, -.2000
   67,    14, .1000
   67,    15, -.5000
   67,    16, -.3000
   67,    17, -.8000
